AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|0.0|0.0|0.0|Malignant|27|101938779|Male|Tumors of Cranial and Spinal Nerves|2004|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|2670|103190694|Male|Tumors of Cranial and Spinal Nerves|2005|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|30|103190694|Male|Tumors of Cranial and Spinal Nerves|2005|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2642|104488268|Male|Tumors of Cranial and Spinal Nerves|2006|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|18|104488268|Male|Tumors of Cranial and Spinal Nerves|2006|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2725|105697783|Male|Tumors of Cranial and Spinal Nerves|2007|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|20|105697783|Male|Tumors of Cranial and Spinal Nerves|2007|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2691|106947980|Male|Tumors of Cranial and Spinal Nerves|2008|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|25|106947980|Male|Tumors of Cranial and Spinal Nerves|2008|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|2871|108197539|Male|Tumors of Cranial and Spinal Nerves|2009|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|20|108197539|Male|Tumors of Cranial and Spinal Nerves|2009|0.0|0.0|0.0
20+|2.5|2.6|2.5|Benign/Borderline|2875|109533809|Male|Tumors of Cranial and Spinal Nerves|2010|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|23|109533809|Male|Tumors of Cranial and Spinal Nerves|2010|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|2975|110873057|Male|Tumors of Cranial and Spinal Nerves|2011|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|16|110873057|Male|Tumors of Cranial and Spinal Nerves|2011|0.0|0.0|0.0
20+|2.6|2.8|2.7|Benign/Borderline|3151|112272700|Male|Tumors of Cranial and Spinal Nerves|2012|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|24|112272700|Male|Tumors of Cranial and Spinal Nerves|2012|0.0|0.0|0.0
20+|2.7|2.7|2.7|Benign/Borderline|16228|574070384|Male|Tumors of Cranial and Spinal Nerves|2012-2016|2.8|2.9|2.8
20+|0.0|0.0|0.0|Malignant|105|574070384|Male|Tumors of Cranial and Spinal Nerves|2012-2016|0.0|0.0|0.0
20+|2.6|2.8|2.7|Benign/Borderline|3194|113556645|Male|Tumors of Cranial and Spinal Nerves|2013|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|21|113556645|Male|Tumors of Cranial and Spinal Nerves|2013|0.0|0.0|0.0
20+|2.8|3.0|2.9|Benign/Borderline|3431|114846861|Male|Tumors of Cranial and Spinal Nerves|2014|2.9|3.1|3.0
20+|0.0|0.0|0.0|Malignant|22|114846861|Male|Tumors of Cranial and Spinal Nerves|2014|0.0|0.0|0.0
20+|2.7|2.8|2.7|Benign/Borderline|3355|116104785|Male|Tumors of Cranial and Spinal Nerves|2015|2.8|3.0|2.9
20+|~|~|~|Malignant|~|116104785|Male|Tumors of Cranial and Spinal Nerves|2015|~|~|~
20+|2.4|2.6|2.5|Benign/Borderline|3097|117289393|Male|Tumors of Cranial and Spinal Nerves|2016|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|23|117289393|Male|Tumors of Cranial and Spinal Nerves|2016|0.0|0.0|0.0
20+|0.4|0.5|0.4|Benign/Borderline|448|101938779|Male|Tumors of Neuroepthelial Tissue|2004|0.4|0.5|0.4
20+|8.9|9.3|9.1|Malignant|8965|101938779|Male|Tumors of Neuroepthelial Tissue|2004|8.6|9.0|8.8
20+|0.5|0.5|0.5|Benign/Borderline|522|103190694|Male|Tumors of Neuroepthelial Tissue|2005|0.5|0.6|0.5
20+|8.9|9.3|9.1|Malignant|9099|103190694|Male|Tumors of Neuroepthelial Tissue|2005|8.6|9.0|8.8
20+|0.5|0.6|0.5|Benign/Borderline|557|104488268|Male|Tumors of Neuroepthelial Tissue|2006|0.5|0.6|0.5
20+|8.8|9.2|9.0|Malignant|9191|104488268|Male|Tumors of Neuroepthelial Tissue|2006|8.6|9.0|8.8
20+|0.4|0.5|0.5|Benign/Borderline|516|105697783|Male|Tumors of Neuroepthelial Tissue|2007|0.4|0.5|0.5
20+|8.8|9.2|9.0|Malignant|9388|105697783|Male|Tumors of Neuroepthelial Tissue|2007|8.7|9.1|8.9
20+|0.5|0.6|0.5|Benign/Borderline|584|106947980|Male|Tumors of Neuroepthelial Tissue|2008|0.5|0.6|0.5
20+|8.9|9.3|9.1|Malignant|9641|106947980|Male|Tumors of Neuroepthelial Tissue|2008|8.8|9.2|9.0
20+|0.5|0.6|0.5|Benign/Borderline|586|108197539|Male|Tumors of Neuroepthelial Tissue|2009|0.5|0.6|0.5
20+|8.8|9.2|9.0|Malignant|9722|108197539|Male|Tumors of Neuroepthelial Tissue|2009|8.8|9.2|9.0
20+|0.5|0.6|0.6|Benign/Borderline|645|109533809|Male|Tumors of Neuroepthelial Tissue|2010|0.5|0.6|0.6
20+|8.7|9.0|8.8|Malignant|9746|109533809|Male|Tumors of Neuroepthelial Tissue|2010|8.7|9.1|8.9
20+|0.5|0.6|0.5|Benign/Borderline|600|110873057|Male|Tumors of Neuroepthelial Tissue|2011|0.5|0.6|0.5
20+|8.6|9.0|8.8|Malignant|9889|110873057|Male|Tumors of Neuroepthelial Tissue|2011|8.7|9.1|8.9
20+|0.5|0.6|0.5|Benign/Borderline|621|112272700|Male|Tumors of Neuroepthelial Tissue|2012|0.5|0.6|0.6
20+|8.5|8.9|8.7|Malignant|9978|112272700|Male|Tumors of Neuroepthelial Tissue|2012|8.7|9.1|8.9
20+|0.5|0.6|0.6|Benign/Borderline|3250|574070384|Male|Tumors of Neuroepthelial Tissue|2012-2016|0.5|0.6|0.6
20+|8.5|8.6|8.5|Malignant|50987|574070384|Male|Tumors of Neuroepthelial Tissue|2012-2016|8.8|9.0|8.9
20+|0.5|0.6|0.5|Benign/Borderline|608|113556645|Male|Tumors of Neuroepthelial Tissue|2013|0.5|0.6|0.5
20+|8.5|8.9|8.7|Malignant|10160|113556645|Male|Tumors of Neuroepthelial Tissue|2013|8.8|9.1|8.9
20+|0.5|0.6|0.6|Benign/Borderline|671|114846861|Male|Tumors of Neuroepthelial Tissue|2014|0.5|0.6|0.6
20+|8.5|8.8|8.7|Malignant|10303|114846861|Male|Tumors of Neuroepthelial Tissue|2014|8.8|9.1|9.0
20+|0.5|0.6|0.6|Benign/Borderline|678|116104785|Male|Tumors of Neuroepthelial Tissue|2015|0.5|0.6|0.6
20+|8.2|8.6|8.4|Malignant|10219|116104785|Male|Tumors of Neuroepthelial Tissue|2015|8.6|9.0|8.8
20+|0.5|0.6|0.6|Benign/Borderline|672|117289393|Male|Tumors of Neuroepthelial Tissue|2016|0.5|0.6|0.6
20+|8.2|8.5|8.3|Malignant|10327|117289393|Male|Tumors of Neuroepthelial Tissue|2016|8.6|9.0|8.8
20+|3.5|3.7|3.6|Benign/Borderline|3599|101938779|Male|Tumors of Sellar Region|2004|3.4|3.6|3.5
20+|0.0|0.0|0.0|Malignant|18|101938779|Male|Tumors of Sellar Region|2004|0.0|0.0|0.0
20+|3.8|4.1|4.0|Benign/Borderline|3991|103190694|Male|Tumors of Sellar Region|2005|3.7|4.0|3.9
20+|~|~|~|Malignant|~|103190694|Male|Tumors of Sellar Region|2005|~|~|~
20+|4.0|4.2|4.1|Benign/Borderline|4227|104488268|Male|Tumors of Sellar Region|2006|3.9|4.2|4.0
20+|0.0|0.0|0.0|Malignant|18|104488268|Male|Tumors of Sellar Region|2006|0.0|0.0|0.0
20+|4.3|4.5|4.4|Benign/Borderline|4624|105697783|Male|Tumors of Sellar Region|2007|4.2|4.5|4.4
20+|0.0|0.0|0.0|Malignant|24|105697783|Male|Tumors of Sellar Region|2007|0.0|0.0|0.0
20+|4.6|4.9|4.7|Benign/Borderline|5012|106947980|Male|Tumors of Sellar Region|2008|4.6|4.8|4.7
20+|~|~|~|Malignant|~|106947980|Male|Tumors of Sellar Region|2008|~|~|~
20+|4.8|5.1|4.9|Benign/Borderline|5344|108197539|Male|Tumors of Sellar Region|2009|4.8|5.1|4.9
20+|~|~|~|Malignant|~|108197539|Male|Tumors of Sellar Region|2009|~|~|~
20+|4.9|5.2|5.0|Benign/Borderline|5533|109533809|Male|Tumors of Sellar Region|2010|4.9|5.2|5.1
20+|~|~|~|Malignant|~|109533809|Male|Tumors of Sellar Region|2010|~|~|~
20+|4.9|5.2|5.0|Benign/Borderline|5622|110873057|Male|Tumors of Sellar Region|2011|4.9|5.2|5.1
20+|0.0|0.0|0.0|Malignant|22|110873057|Male|Tumors of Sellar Region|2011|0.0|0.0|0.0
20+|5.2|5.5|5.4|Benign/Borderline|6091|112272700|Male|Tumors of Sellar Region|2012|5.3|5.6|5.4
20+|0.0|0.0|0.0|Malignant|18|112272700|Male|Tumors of Sellar Region|2012|0.0|0.0|0.0
20+|5.2|5.3|5.3|Benign/Borderline|30899|574070384|Male|Tumors of Sellar Region|2012-2016|5.3|5.4|5.4
20+|0.0|0.0|0.0|Malignant|95|574070384|Male|Tumors of Sellar Region|2012-2016|0.0|0.0|0.0
20+|5.2|5.5|5.3|Benign/Borderline|6136|113556645|Male|Tumors of Sellar Region|2013|5.3|5.5|5.4
20+|0.0|0.0|0.0|Malignant|25|113556645|Male|Tumors of Sellar Region|2013|0.0|0.0|0.0
20+|5.1|5.4|5.3|Benign/Borderline|6178|114846861|Male|Tumors of Sellar Region|2014|5.2|5.5|5.4
20+|0.0|0.0|0.0|Malignant|26|114846861|Male|Tumors of Sellar Region|2014|0.0|0.0|0.0
20+|5.2|5.4|5.3|Benign/Borderline|6339|116104785|Male|Tumors of Sellar Region|2015|5.3|5.6|5.5
20+|0.0|0.0|0.0|Malignant|16|116104785|Male|Tumors of Sellar Region|2015|0.0|0.0|0.0
20+|4.9|5.2|5.1|Benign/Borderline|6155|117289393|Male|Tumors of Sellar Region|2016|5.1|5.4|5.2
20+|~|~|~|Malignant|~|117289393|Male|Tumors of Sellar Region|2016|~|~|~
20+|5.4|5.7|5.5|Benign/Borderline|5207|101938779|Male|Tumors of the Meninges|2004|5.0|5.2|5.1
20+|0.2|0.2|0.2|Malignant|200|101938779|Male|Tumors of the Meninges|2004|0.2|0.2|0.2
20+|5.9|6.2|6.1|Benign/Borderline|5809|103190694|Male|Tumors of the Meninges|2005|5.5|5.8|5.6
20+|0.2|0.2|0.2|Malignant|194|103190694|Male|Tumors of the Meninges|2005|0.2|0.2|0.2
20+|6.2|6.5|6.4|Benign/Borderline|6205|104488268|Male|Tumors of the Meninges|2006|5.8|6.1|5.9
20+|0.2|0.2|0.2|Malignant|185|104488268|Male|Tumors of the Meninges|2006|0.2|0.2|0.2
20+|6.3|6.6|6.4|Benign/Borderline|6401|105697783|Male|Tumors of the Meninges|2007|5.9|6.2|6.1
20+|0.2|0.2|0.2|Malignant|220|105697783|Male|Tumors of the Meninges|2007|0.2|0.2|0.2
20+|6.7|7.1|6.9|Benign/Borderline|7028|106947980|Male|Tumors of the Meninges|2008|6.4|6.7|6.6
20+|0.2|0.2|0.2|Malignant|197|106947980|Male|Tumors of the Meninges|2008|0.2|0.2|0.2
20+|7.2|7.5|7.3|Benign/Borderline|7569|108197539|Male|Tumors of the Meninges|2009|6.8|7.2|7.0
20+|0.2|0.2|0.2|Malignant|200|108197539|Male|Tumors of the Meninges|2009|0.2|0.2|0.2
20+|7.0|7.4|7.2|Benign/Borderline|7601|109533809|Male|Tumors of the Meninges|2010|6.8|7.1|6.9
20+|0.1|0.2|0.1|Malignant|154|109533809|Male|Tumors of the Meninges|2010|0.1|0.2|0.1
20+|7.0|7.3|7.2|Benign/Borderline|7734|110873057|Male|Tumors of the Meninges|2011|6.8|7.1|7.0
20+|0.1|0.2|0.2|Malignant|187|110873057|Male|Tumors of the Meninges|2011|0.1|0.2|0.2
20+|7.0|7.3|7.1|Benign/Borderline|7891|112272700|Male|Tumors of the Meninges|2012|6.9|7.2|7.0
20+|0.1|0.2|0.2|Malignant|183|112272700|Male|Tumors of the Meninges|2012|0.1|0.2|0.2
20+|7.2|7.4|7.3|Benign/Borderline|42181|574070384|Male|Tumors of the Meninges|2012-2016|7.3|7.4|7.3
20+|0.2|0.2|0.2|Malignant|981|574070384|Male|Tumors of the Meninges|2012-2016|0.2|0.2|0.2
20+|7.3|7.6|7.4|Benign/Borderline|8366|113556645|Male|Tumors of the Meninges|2013|7.2|7.5|7.4
20+|0.1|0.2|0.2|Malignant|198|113556645|Male|Tumors of the Meninges|2013|0.2|0.2|0.2
20+|7.2|7.5|7.3|Benign/Borderline|8432|114846861|Male|Tumors of the Meninges|2014|7.2|7.5|7.3
20+|0.2|0.2|0.2|Malignant|216|114846861|Male|Tumors of the Meninges|2014|0.2|0.2|0.2
20+|7.3|7.6|7.5|Benign/Borderline|8843|116104785|Male|Tumors of the Meninges|2015|7.5|7.8|7.6
20+|0.1|0.2|0.2|Malignant|191|116104785|Male|Tumors of the Meninges|2015|0.1|0.2|0.2
20+|7.1|7.4|7.2|Benign/Borderline|8649|117289393|Male|Tumors of the Meninges|2016|7.2|7.5|7.4
20+|0.1|0.2|0.2|Malignant|193|117289393|Male|Tumors of the Meninges|2016|0.1|0.2|0.2
20+|0.6|0.8|0.7|Benign/Borderline|646|101938779|Male|Unclassified Tumors|2004|0.6|0.7|0.6
20+|0.6|0.8|0.7|Malignant|617|101938779|Male|Unclassified Tumors|2004|0.6|0.7|0.6
20+|0.8|0.9|0.9|Benign/Borderline|825|103190694|Male|Unclassified Tumors|2005|0.7|0.9|0.8
20+|0.6|0.7|0.7|Malignant|611|103190694|Male|Unclassified Tumors|2005|0.5|0.6|0.6
20+|0.8|0.9|0.9|Benign/Borderline|846|104488268|Male|Unclassified Tumors|2006|0.8|0.9|0.8
20+|0.6|0.7|0.6|Malignant|575|104488268|Male|Unclassified Tumors|2006|0.5|0.6|0.6
20+|0.8|0.9|0.9|Benign/Borderline|857|105697783|Male|Unclassified Tumors|2007|0.8|0.9|0.8
20+|0.6|0.7|0.6|Malignant|575|105697783|Male|Unclassified Tumors|2007|0.5|0.6|0.5
20+|0.9|1.0|0.9|Benign/Borderline|928|106947980|Male|Unclassified Tumors|2008|0.8|0.9|0.9
20+|0.6|0.7|0.7|Malignant|628|106947980|Male|Unclassified Tumors|2008|0.5|0.6|0.6
20+|0.9|1.1|1.0|Benign/Borderline|1032|108197539|Male|Unclassified Tumors|2009|0.9|1.0|1.0
20+|0.6|0.7|0.7|Malignant|650|108197539|Male|Unclassified Tumors|2009|0.6|0.6|0.6
20+|1.0|1.1|1.0|Benign/Borderline|1103|109533809|Male|Unclassified Tumors|2010|0.9|1.1|1.0
20+|0.6|0.7|0.6|Malignant|609|109533809|Male|Unclassified Tumors|2010|0.5|0.6|0.6
20+|1.0|1.1|1.0|Benign/Borderline|1128|110873057|Male|Unclassified Tumors|2011|1.0|1.1|1.0
20+|0.6|0.7|0.6|Malignant|622|110873057|Male|Unclassified Tumors|2011|0.5|0.6|0.6
20+|1.0|1.2|1.1|Benign/Borderline|1203|112272700|Male|Unclassified Tumors|2012|1.0|1.1|1.1
20+|0.6|0.6|0.6|Malignant|631|112272700|Male|Unclassified Tumors|2012|0.5|0.6|0.6
20+|0.9|1.0|1.0|Benign/Borderline|5470|574070384|Male|Unclassified Tumors|2012-2016|0.9|1.0|1.0
20+|0.5|0.6|0.6|Malignant|3143|574070384|Male|Unclassified Tumors|2012-2016|0.5|0.6|0.5
20+|1.0|1.1|1.0|Benign/Borderline|1180|113556645|Male|Unclassified Tumors|2013|1.0|1.1|1.0
20+|0.5|0.6|0.6|Malignant|621|113556645|Male|Unclassified Tumors|2013|0.5|0.6|0.5
20+|0.9|1.0|1.0|Benign/Borderline|1117|114846861|Male|Unclassified Tumors|2014|0.9|1.0|1.0
20+|0.6|0.7|0.6|Malignant|677|114846861|Male|Unclassified Tumors|2014|0.5|0.6|0.6
20+|0.9|1.0|0.9|Benign/Borderline|1047|116104785|Male|Unclassified Tumors|2015|0.8|1.0|0.9
20+|0.5|0.6|0.6|Malignant|627|116104785|Male|Unclassified Tumors|2015|0.5|0.6|0.5
20+|0.7|0.9|0.8|Benign/Borderline|923|117289393|Male|Unclassified Tumors|2016|0.7|0.8|0.8
20+|0.5|0.6|0.5|Malignant|587|117289393|Male|Unclassified Tumors|2016|0.5|0.5|0.5
20+|0.1|0.1|0.1|Benign/Borderline|100|101938779|Male|Unique astrocytoma variants|2004|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|18|101938779|Male|Unique astrocytoma variants|2004|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|112|103190694|Male|Unique astrocytoma variants|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|17|103190694|Male|Unique astrocytoma variants|2005|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|138|104488268|Male|Unique astrocytoma variants|2006|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|24|104488268|Male|Unique astrocytoma variants|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|121|105697783|Male|Unique astrocytoma variants|2007|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|29|105697783|Male|Unique astrocytoma variants|2007|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|149|106947980|Male|Unique astrocytoma variants|2008|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|35|106947980|Male|Unique astrocytoma variants|2008|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|159|108197539|Male|Unique astrocytoma variants|2009|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|37|108197539|Male|Unique astrocytoma variants|2009|0.0|0.0|0.0
20+|0.1|0.2|0.2|Benign/Borderline|184|109533809|Male|Unique astrocytoma variants|2010|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|26|109533809|Male|Unique astrocytoma variants|2010|0.0|0.0|0.0
20+|0.1|0.2|0.2|Benign/Borderline|186|110873057|Male|Unique astrocytoma variants|2011|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|31|110873057|Male|Unique astrocytoma variants|2011|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|172|112272700|Male|Unique astrocytoma variants|2012|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|26|112272700|Male|Unique astrocytoma variants|2012|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|864|574070384|Male|Unique astrocytoma variants|2012-2016|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|160|574070384|Male|Unique astrocytoma variants|2012-2016|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|169|113556645|Male|Unique astrocytoma variants|2013|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|39|113556645|Male|Unique astrocytoma variants|2013|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|175|114846861|Male|Unique astrocytoma variants|2014|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|40|114846861|Male|Unique astrocytoma variants|2014|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|168|116104785|Male|Unique astrocytoma variants|2015|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|27|116104785|Male|Unique astrocytoma variants|2015|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|180|117289393|Male|Unique astrocytoma variants|2016|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|28|117289393|Male|Unique astrocytoma variants|2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|24|211050944|Male and Female|All other|2004|0.0|0.0|0.0
20+|~|~|~|Malignant|~|211050944|Male and Female|All other|2004|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|30|213511339|Male and Female|All other|2005|0.0|0.0|0.0
20+|~|~|~|Malignant|~|213511339|Male and Female|All other|2005|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|38|216055494|Male and Female|All other|2006|0.0|0.0|0.0
20+|~|~|~|Malignant|~|216055494|Male and Female|All other|2006|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|32|218481776|Male and Female|All other|2007|0.0|0.0|0.0
20+|~|~|~|Malignant|~|218481776|Male and Female|All other|2007|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|37|220975702|Male and Female|All other|2008|0.0|0.0|0.0
20+|~|~|~|Malignant|~|220975702|Male and Female|All other|2008|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|28|223491138|Male and Female|All other|2009|0.0|0.0|0.0
20+|~|~|~|Malignant|~|223491138|Male and Female|All other|2009|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|34|226156451|Male and Female|All other|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|32|226156451|Male and Female|All other|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|32|228814263|Male and Female|All other|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|44|228814263|Male and Female|All other|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|32|231505975|Male and Female|All other|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|35|231505975|Male and Female|All other|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|201|1182215722|Male and Female|All other|2012-2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|238|1182215722|Male and Female|All other|2012-2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|32|233981644|Male and Female|All other|2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|51|233981644|Male and Female|All other|2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|27|236506454|Male and Female|All other|2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|49|236506454|Male and Female|All other|2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|44|238943381|Male and Female|All other|2015|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|52|238943381|Male and Female|All other|2015|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|66|241278268|Male and Female|All other|2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|51|241278268|Male and Female|All other|2016|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Anaplastic astrocytoma|2004|~|~|~
20+|0.6|0.6|0.6|Malignant|1236|211050944|Male and Female|Anaplastic astrocytoma|2004|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Anaplastic astrocytoma|2005|~|~|~
20+|0.5|0.6|0.6|Malignant|1213|213511339|Male and Female|Anaplastic astrocytoma|2005|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Anaplastic astrocytoma|2006|~|~|~
20+|0.5|0.6|0.6|Malignant|1208|216055494|Male and Female|Anaplastic astrocytoma|2006|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Anaplastic astrocytoma|2007|~|~|~
20+|0.5|0.6|0.5|Malignant|1202|218481776|Male and Female|Anaplastic astrocytoma|2007|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Anaplastic astrocytoma|2008|~|~|~
20+|0.5|0.6|0.5|Malignant|1211|220975702|Male and Female|Anaplastic astrocytoma|2008|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Anaplastic astrocytoma|2009|~|~|~
20+|0.5|0.6|0.5|Malignant|1215|223491138|Male and Female|Anaplastic astrocytoma|2009|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|226156451|Male and Female|Anaplastic astrocytoma|2010|~|~|~
20+|0.5|0.6|0.6|Malignant|1274|226156451|Male and Female|Anaplastic astrocytoma|2010|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|228814263|Male and Female|Anaplastic astrocytoma|2011|~|~|~
20+|0.5|0.6|0.5|Malignant|1276|228814263|Male and Female|Anaplastic astrocytoma|2011|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|231505975|Male and Female|Anaplastic astrocytoma|2012|~|~|~
20+|0.5|0.6|0.6|Malignant|1333|231505975|Male and Female|Anaplastic astrocytoma|2012|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|1182215722|Male and Female|Anaplastic astrocytoma|2012-2016|~|~|~
20+|0.6|0.6|0.6|Malignant|7052|1182215722|Male and Female|Anaplastic astrocytoma|2012-2016|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|233981644|Male and Female|Anaplastic astrocytoma|2013|~|~|~
20+|0.6|0.6|0.6|Malignant|1424|233981644|Male and Female|Anaplastic astrocytoma|2013|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|236506454|Male and Female|Anaplastic astrocytoma|2014|~|~|~
20+|0.6|0.6|0.6|Malignant|1404|236506454|Male and Female|Anaplastic astrocytoma|2014|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|238943381|Male and Female|Anaplastic astrocytoma|2015|~|~|~
20+|0.6|0.6|0.6|Malignant|1471|238943381|Male and Female|Anaplastic astrocytoma|2015|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|241278268|Male and Female|Anaplastic astrocytoma|2016|~|~|~
20+|0.5|0.6|0.6|Malignant|1420|241278268|Male and Female|Anaplastic astrocytoma|2016|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
20+|0.2|0.2|0.2|Malignant|394|211050944|Male and Female|Anaplastic oligodendroglioma|2004|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Anaplastic oligodendroglioma|2005|~|~|~
20+|0.2|0.2|0.2|Malignant|374|213511339|Male and Female|Anaplastic oligodendroglioma|2005|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Anaplastic oligodendroglioma|2006|~|~|~
20+|0.1|0.2|0.2|Malignant|353|216055494|Male and Female|Anaplastic oligodendroglioma|2006|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Anaplastic oligodendroglioma|2007|~|~|~
20+|0.1|0.2|0.2|Malignant|341|218481776|Male and Female|Anaplastic oligodendroglioma|2007|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Anaplastic oligodendroglioma|2008|~|~|~
20+|0.1|0.2|0.2|Malignant|358|220975702|Male and Female|Anaplastic oligodendroglioma|2008|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Anaplastic oligodendroglioma|2009|~|~|~
20+|0.1|0.2|0.1|Malignant|334|223491138|Male and Female|Anaplastic oligodendroglioma|2009|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|226156451|Male and Female|Anaplastic oligodendroglioma|2010|~|~|~
20+|0.1|0.2|0.1|Malignant|324|226156451|Male and Female|Anaplastic oligodendroglioma|2010|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|228814263|Male and Female|Anaplastic oligodendroglioma|2011|~|~|~
